Date & Time,Time,Permeate properties,,,,,Total Rej,Backwash water,Backwash (5 Nos),Reject water,,Reject water,Reject from membarne,,,Tank ,Feed to membrane,,,Feed Inlet to recycle tank,,RO/BW
,Min,Mass(g),Time(s),Cond(ppm),Total Flow (L),Flow rate (LPH),lit, TDS (ppm),Volume (ml),Volume (ml),Recovery,TDS (ppm/ppt),TDS(ppm),Flow rate ml/min,Flow rate (LPH),TDS (ppm),TDS (ppm),Flow (LPH),Pressure (psig),Flow (LPH),TDS (ppm),Operation
14.04.2017 01:27 PM,1350,84.48,30.5,15,309,9.94,9.50,,0,9500,97.02660407,,963,1842,110.52,738,738,120.46,75,9.94,58,RO
17.04.2017 01:37 PM,1360,88,32.22,15,310,9.80,9.50,,0,9500,97.02660407,,972,1837,110.22,748,748,120.02,75,9.80,57,RO
17.04.2017 02:45 PM,1360,86.46,33.34,14,310,9.31,9.50,,0,9500,97.04510109,,942,1797,107.82,768,768,117.13,75,9.31,59,RO
17.04.2017 02:55 PM,1370,83.18,31.07,16,312,9.61,9.50,,0,9500,97.04510109,,960,1838,110.28,787,787,119.89,75,9.61,58,RO
17.04.2017 03:05 PM,1380,82.19,30.5,15,314,9.67,9.50,,0,9500,97.0633694,,984,1834,110.04,791,791,119.71,75,9.67,58,RO
17.04.2017 03:15 PM,1390,118.98,44.66,15,315,9.56,9.50,,0,9500,97.07241911,,1010,1845,110.7,808,808,120.26,75,9.56,56,RO
17.04.2017 03:33 PM,1390,89.43,31.28,6,315,10.26,10.00,,0,10000,96.92307692,0.9,735,1799,107.94,726,726,118.20,75,10.26,53,RO
17.04.2017 03:43 PM,1400,91.7,31.34,7,317,10.50,10.00,,0,10000,96.94189602,,795,1808,108.48,747,747,118.98,75,10.50,59,RO
17.04.2017 03:53 PM,1410,90.6,31.12,7,319,10.45,10.00,,0,10000,96.96048632,,858,1819,109.14,813,813,119.59,75,10.45,56,RO
17.04.2017 04:03 PM,1420,97.15,31.63,5,320,11.02,10.50,,0,10500,96.82299546,632,603,1821,109.26,555,555,120.28,75,11.02,55,RO
17.04.2017 04:03 PM,1420,97.15,31.63,5,320,11.02,10.50,,0,10500,96.82299546,,603,1821,109.26,555,555,120.28,75,11.02,56,RO
17.04.2017 04:13 PM,1430,94.78,31,6,322,10.97,10.50,,0,10500,96.84210526,,690,1817,109.02,640,640,119.99,75,10.97,56,RO
17.04.2017 04:23 PM,1440,94.32,31.06,7,324,10.90,10.50,,0,10500,96.86098655,,750,1819,109.14,699,699,120.04,75,10.90,58,RO
17.04.2017 04:33 PM,1450,95.28,31.66,8,325,10.80,10.50,,0,10500,96.87034277,,809,1810,108.6,765,765,119.40,75,10.80,59,RO
17.04.2017 04:33 PM,1450,95.25,31.65,8,325,10.80,10.50,,0,10500,96.87034277,,809,1810,108.6,765,765,119.40,75,10.80,60,RO
17.04.2017 04:43 PM,1460,87.92,30.68,9,327,10.29,10.50,,0,10500,96.88888889,,893,1820,109.2,819,819,119.49,75,10.29,61,RO
17.04.2017 04:53 PM,1470,101.5,34.44,6,329,10.58,11.00,,0,11000,96.76470588,638,634,1835,110.1,609,609,120.68,75,10.58,59,RO
17.04.2017 05:03 PM,1480,90.57,31.19,7,330,10.42,11.00,,0,11000,96.77419355,,711,1835,110.1,632,632,120.52,75,10.42,58,RO
17.04.2017 05:45 PM,1480,79.5,30.53,13,330,9.35,11.00,,0,11000,96.77419355,,675,1788,107.28,644,644,116.63,75,9.35,58,RO
17.04.2017 05:55 PM,1490,103.12,37.62,7,332,9.84,11.00,,0,11000,96.79300292,,736,1812,108.72,703,703,118.56,75,9.84,58,RO
17.04.2017 06:05 PM,1500,90.13,33.43,8,334,9.68,11.00,,0,11000,96.8115942,,804,1824,109.44,768,768,119.12,75,9.68,58,RO
17.04.2017 06:15 PM,1510,84.39,30.85,9,335,9.82,11.00,,0,11000,96.82080925,,854,1829,109.74,816,816,119.56,75,9.82,59,RO
18.04.2017 10:20 PM,1510,82.45,30.35,34,335,9.75,11.50,,0,11500,96.68109668,593,473,1832,109.92,468,548,119.67,75,9.75,74,RO
18.04.2017 10:30 PM,1520,84.68,30.47,7,337,9.97,11.50,,0,11500,96.70014347,,555,1835,110.1,548,548,120.07,75,9.97,71,RO
18.04.2017 10:40 PM,1530,84.6,30.66,8,339,9.90,11.50,,0,11500,96.7189729,,623,1835,110.1,609,609,120.00,75,9.90,71,RO
18.04.2017 10:50 PM,1540,93.25,33.59,10,340,9.96,11.50,,0,11500,96.72830725,,659,1844,110.64,644,644,120.60,75,9.96,76,RO
18.04.2017 10:50 PM,1540,83.43,30.15,9,340,9.93,11.50,,0,11500,96.72830725,,681,1828,109.68,669,669,119.61,75,9.93,77,RO
18.04.2017 11:00 PM,1550,83.77,30.75,10,342,9.78,11.50,,0,11500,96.74681754,,747,1836,110.16,745,745,119.94,75,9.78,69,RO
18.04.2017 11:10 PM,1560,96.48,36,12,344,9.62,11.50,,0,11500,96.76511955,,807,1841,110.46,792,792,120.08,75,9.62,73,RO
18.04.2017 11:20 PM,1570,87.02,32.12,12,345,9.72,11.50,,0,11500,96.77419355,,824,1837,110.22,803,803,119.94,75,9.72,74,RO
18.04.2017 11:20 PM,1570,95.8,34.03,12,345,10.10,12.00,,0,12000,96.63865546,555,497,1777,106.62,503,503,116.72,75,10.10,78,RO
18.04.2017 11:30 PM,1580,85.36,30.06,7,347,10.19,12.00,,0,12000,96.65738162,,562,1819,109.14,548,548,119.33,75,10.19,72,RO
18.04.2017 11:40 PM,1590,86.1,30.47,9,349,10.14,12.00,,0,12000,96.67590028,,640,1756,105.36,625,625,115.50,75,10.14,73,RO
18.04.2017 11:50 PM,1600,85.58,30.53,9,350,10.06,12.00,,0,12000,96.68508287,,663,1742,104.52,651,651,114.58,75,10.06,72,RO
18.04.2017 02:40 PM,1600,73.14,30.28,10,350,8.67,12.00,,0,12000,96.68508287,,662,1758,105.48,616,616,114.15,75,8.67,75,RO
18.04.2017 02:50 PM,1610,74.33,30.34,10,352,8.79,12.00,,0,12000,96.7032967,,706,1765,105.9,659,659,114.69,75,8.79,74,RO
18.04.2017 03:00 PM,1620,77.06,30.75,11,354,8.99,12.00,,0,12000,96.72131148,,766,1798,107.88,711,711,116.87,75,8.99,73,RO
18.04.2017 03:10 PM,1630,72.3,30.72,12,355,8.45,12.00,,0,12000,96.73024523,,826,1806,108.36,759,759,116.81,75,8.45,72,RO
19.04.2017 02:35 PM,1630,82.35,30.28,18,355,9.76,12.50,,0,12500,96.59863946,598,385,883,52.98,321,321,62.74,75,9.76,100,RO
19.04.2017 02:45 PM,1640,87.26,30.53,9,357,10.26,12.50,,0,12500,96.61705007,,471,895,53.7,389,389,63.96,75,10.26,87,RO
19.04.2017 02:55 PM,1650,101.64,34.06,7,358.5,10.71,12.50,,0,12500,96.63072776,,463,991,59.46,391,391,70.17,75,10.71,81,RO
19.04.2017 03:05 PM,1660,84.05,30.4,8,360,9.92,12.50,,0,12500,96.6442953,,534,1104,66.24,458,458,76.16,75,9.92,81,RO
19.04.2017 03:10 PM,1660,84.95,30.5,9,360,10.00,12.50,,0,12500,96.6442953,,555,1110,66.6,481,481,76.60,75,10.00,81,RO
19.04.2017 03:20 PM,1670,83.08,30.35,9,362,9.83,12.50,,0,12500,96.66221629,,636,1107,66.42,535,535,76.25,75,9.83,82,RO
19.04.2017 03:30 PM,1680,73.7,26.91,8,363.5,9.83,12.50,,0,12500,96.67553191,,703,1104,66.24,606,606,76.07,75,9.83,82,RO
19.04.2017 03:40 PM,1690,82.15,30.34,4,365,9.72,12.50,,0,12500,96.68874172,,760,1100,66,662,662,75.72,75,9.72,80,RO
19.04.2017 03:45 PM,1690,85.52,31.97,11,365,9.60,12.50,,0,12500,96.68874172,,781,1095,65.7,682,682,75.30,75,9.60,79,RO
19.04.2017 03:55 PM,1700,87.42,32.91,12,367,9.53,12.50,,0,12500,96.70619236,,845,1099,65.94,737,737,75.47,75,9.53,75,RO
19.04.2017 04:05 PM,1710,79.83,30.66,13,368.5,9.35,12.50,,0,12500,96.7191601,,886,1097,65.82,785,785,75.17,75,9.35,86,RO
19.04.2017 04:15 PM,1720,87.33,33.62,15,370,9.32,12.50,,0,12500,96.73202614,,938,1091,65.46,831,831,74.78,75,9.32,79,RO
21.04.2017 09:10 AM,1720,86.75,30.75,34,370,10.13,13.00,,0,13000,96.60574413,621,510,1091,65.46,460,460,75.59,75,10.13,79,RO
21.04.2017 09:20 AM,1730,89.02,34.25,17,372,9.33,13.00,,0,13000,96.62337662,,553,1723,103.38,529,529,112.71,75,9.33,75,RO
21.04.2017 09:30 AM,1740,82.83,32,9,373.5,9.29,13.00,,0,13000,96.63648124,,634,1745,104.7,600,600,113.99,75,9.29,79,RO
21.04.2017 09:40 AM,1750,69.73,30.28,11,375,8.27,13.00,,0,13000,96.64948454,,685,1850,111,666,666,119.27,75,8.27,76,RO
21.04.2017 10:36 AM,1750,63.72,30.32,16,375,7.54,13.00,,0,13000,96.64948454,,699,1717,103.02,672,672,110.56,75,7.54,76,RO
21.04.2017 10:46 AM,1760,68.49,30.22,16,377,8.13,13.00,,0,13000,96.66666667,,727,1850,111,689,689,119.13,75,8.13,75,RO
21.04.2017 10:56 AM,1770,69.65,30.35,13,378.5,8.24,13.00,,0,13000,96.67943806,,778,1866,111.96,736,736,120.20,75,8.24,75,RO
21.04.2017 11:06 AM,1780,77.23,33.16,14,379.5,8.36,13.00,,0,13000,96.68789809,,823,1852,111.12,783,783,119.48,75,8.36,77,RO
21.04.2017 11:11 AM,1785,69.23,30.31,16,380,8.20,13.00,,0,13000,96.69211196,,841,1853,111.18,805,805,119.38,75,8.20,78,RO
21.04.2017 03:00 AM,1785,86.51,37.03,19,380,8.39,13.50,,0,13500,96.56925032,591,505,1782,106.92,472,472,115.31,75,8.39,78,RO
21.04.2017 03:10 AM,1795,73.57,30.34,13,382,8.70,13.50,,0,13500,96.58659924,,553,1810,108.6,532,532,117.30,75,8.70,75,RO
21.04.2017 03:20 AM,1805,73.22,30.25,10,383.5,8.69,13.50,,0,13500,96.59949622,,624,1848,110.88,600,600,119.57,75,8.69,73,RO
21.04.2017 03:30 AM,1815,72.39,30.38,11,384.5,8.55,13.50,,0,13500,96.6080402,,686,1858,111.48,673,673,120.03,75,8.55,83,RO
21.04.2017 03:35 AM,1820,71.49,30.25,13,385,8.48,13.50,,0,13500,96.61229611,,712,1852,111.12,697,697,119.60,75,8.48,81,RO
21.04.2017 03:40 AM,1820,74.77,31.4,12,385,8.55,13.50,,0,13500,96.61229611,,722,1846,110.76,716,716,119.31,75,8.55,81,RO
21.04.2017 03:50 AM,1830,71.05,30.28,13,387,8.42,13.50,,0,13500,96.62921348,,776,1850,111,758,758,119.42,75,8.42,84,RO
21.04.2017 04:00 AM,1840,72.06,31.28,14,388.5,8.27,13.50,,0,13500,96.64179104,,816,1852,111.12,797,797,119.39,75,8.27,88,RO
21.04.2017 04:10 AM,1850,76.3,33.25,14,389.5,8.24,13.50,,0,13500,96.65012407,,855,1854,111.24,834,834,119.48,75,8.24,77,RO
21.04.2017 04:15 AM,1855,72,30.31,9,390,8.53,14.00,,0,14000,96.53465347,577,563,1855,111.3,541,541,119.83,75,8.53,81,RO
24.04.2017 10:10 AM,1855,73.3,30.84,36,390,8.53,14.00,,0,14000,96.53465347,,526,1091,65.46,521,521,73.99,75,8.53,86,RO
24.04.2017 10:20 AM,1865,74.16,30.38,18,391.5,8.76,14.00,,0,14000,96.54747226,,612,1723,103.38,611,611,112.14,75,8.76,82,RO
24.04.2017 10:30 AM,1875,75.22,30.75,12,393,8.78,14.00,,0,14000,96.56019656,,679,1745,104.7,680,680,113.48,75,8.78,87,RO
24.04.2017 10:40 AM,1885,73.14,30.82,11,394.5,8.52,14.00,,0,14000,96.57282742,,739,1850,111,744,744,119.52,75,8.52,78,RO
24.04.2017 10:45 AM,1890,72.02,30.22,11,395,8.55,14.00,,0,14000,96.57701711,,768,1770,106.2,768,768,114.75,75,8.55,79,RO
24.04.2017 11:07 AM,1890,80.81,36.85,110,395,7.87,14.00,,0,14000,96.57701711,,744,1850,111,755,755,118.87,75,7.87,81,RO
24.04.2017 11:17 AM,1900,86.75,37.91,17,396.5,8.21,14.00,,0,14000,96.58952497,,802,1866,111.96,810,810,120.17,75,8.21,79,RO
24.04.2017 11:27 AM,1910,72.74,30.43,8,398,8.58,14.50,,0,14500,96.48484848,547,577,1852,111.12,576,576,119.70,75,8.58,79,RO
24.04.2017 11:37 AM,1920,71.72,30.25,9,399.5,8.51,14.50,,0,14500,96.49758454,,648,1853,111.18,645,645,119.69,75,8.51,81,RO
24.04.2017 11:42 AM,1925,70.9,30.03,11,400,8.47,14.50,,0,14500,96.50180941,,673,1782,106.92,669,669,115.39,75,8.47,83,RO
24.04.2017 12:20 PM,1925,69.26,30.03,64,400,8.28,14.50,,0,14500,96.50180941,,579,1810,108.6,529,529,116.88,75,8.28,79,RO
24.04.2017 12:30 PM,1935,70,30.28,10,401.5,8.30,14.50,,0,14500,96.51442308,,588,1848,110.88,572,572,119.18,75,8.30,85,RO
24.04.2017 12:40 PM,1945,86.44,35.97,10,403,8.63,14.50,,0,14500,96.52694611,,645,1858,111.48,627,627,120.11,75,8.63,78,RO
24.04.2017 12:50 PM,1955,74.38,30.62,11,404.5,8.72,14.50,,0,14500,96.53937947,,711,1852,111.12,689,689,119.84,75,8.72,91,RO
24.04.2017 12:55 PM,1960,72.83,30.09,12,405,8.69,14.50,,0,14500,96.54350417,,735,1846,110.76,718,718,119.45,75,8.69,89,RO
24.04.2017 01:00 PM,1960,72.95,30.35,13,405,8.63,14.50,,0,14500,96.54350417,,746,1850,111,730,730,119.63,75,8.63,90,RO
24.04.2017 01:10 PM,1970,72.46,30.43,13,406.5,8.55,14.50,,0,14500,96.55581948,,791,1852,111.12,775,775,119.67,75,8.55,90,RO
24.04.2017 01:20 PM,1980,74.98,32,14,408,8.41,14.50,,0,14500,96.56804734,,823,1854,111.24,802,802,119.65,75,8.41,84,RO
24.04.2017 01:30 PM,1990,75.46,30.31,18,409.5,8.94,15.00,,0,15000,96.4664311,532,545,1855,111.3,528,528,120.24,75,8.94,83,RO
24.04.2017 01:35 PM,1995,72.35,30.28,9,410,8.58,15.00,,0,15000,96.47058824,,570,1853,111.18,554,554,119.76,75,8.58,83,RO
24.04.2017 02:42 PM,1995,72.35,30.28,14,410,8.58,15.00,,0,15000,96.47058824,,554,1851,111.06,546,546,119.64,75,8.58,87,RO
24.04.2017 02:52 PM,2005,82.26,32.42,13,411.5,9.11,15.00,,0,15000,96.48300117,,630,1847,110.82,625,625,119.93,75,9.11,83,RO
24.04.2017 03:02 PM,2015,109.51,45.43,11,413,8.65,15.00,,0,15000,96.4953271,,691,1861,111.66,688,688,120.31,75,8.65,82,RO
24.04.2017 03:12 PM,2025,75.06,31.19,12,414.5,8.64,15.00,,0,15000,96.50756694,,746,1856,111.36,737,737,120.00,75,8.64,84,RO
24.04.2017 03:17 PM,2030,71.99,30.5,13,415,8.47,15.00,,0,15000,96.51162791,,785,1870,112.2,790,790,120.67,75,8.47,88,RO
24.04.2017 03:20 PM,2030,70.53,30.43,15,415,8.32,15.00,,0,15000,96.51162791,,813,1852,111.12,820,820,119.44,75,8.32,81,RO
24.04.2017 03:30 PM,2040,97.27,40.94,10,416.5,8.53,15.50,,0,15500,96.41203704,537,561,1862,111.72,550,550,120.25,75,8.53,91,RO
24.04.2017 03:40 PM,2050,72.08,30.72,10,418,8.42,15.50,,0,15500,96.42445213,,623,1850,111,615,615,119.42,75,8.42,89,RO
24.04.2017 03:50 PM,2060,68.71,30.03,12,419.5,8.21,15.50,,0,15500,96.43678161,,697,1857,111.42,691,691,119.63,75,8.21,92,RO
24.04.2017 03:55 PM,2065,69.98,30.75,11,420,8.17,15.50,,0,15500,96.44087256,,675,1865,111.9,721,721,120.07,75,8.17,94,RO
25.04.2017 09:20 AM,2065,65.92,30.06,32,420,7.87,15.50,,0,15500,96.44087256,,621,1797,107.82,603,603,115.69,75,7.87,81,RO
25.04.2017 09:30 AM,2075,73.86,31.62,18,421.5,8.38,15.50,,0,15500,96.45308924,,703,1849,110.94,691,691,119.32,75,8.38,63,RO
25.04.2017 09:40 AM,2085,72.53,30.88,13,423,8.43,15.50,,0,15500,96.46522235,,739,1850,111,726,726,119.43,75,8.43,74,RO
25.04.2017 09:50 AM,2095,74.39,32.35,12,424.5,8.25,15.50,,0,15500,96.47727273,,814,1858,111.48,809,809,119.73,75,8.25,89,RO
25.04.2017 09:55 AM,2100,72.53,30.28,9,425,8.60,16.00,,0,16000,96.37188209,544,451,1846,110.76,446,446,119.36,75,8.60,82,RO
25.04.2017 10:00 AM,2100,72.59,30.41,7,425,8.57,16.00,,0,16000,96.37188209,,485,1851,111.06,477,477,119.63,75,8.57,77,RO
25.04.2017 10:10 AM,2110,71.39,30.07,8,426.5,8.52,16.00,,0,16000,96.38418079,,544,1852,111.12,530,530,119.64,75,8.52,77,RO
25.04.2017 10:20 AM,2120,71,30.5,9,428,8.36,16.00,,0,16000,96.3963964,,611,1846,110.76,601,601,119.12,75,8.36,81,RO
25.04.2017 10:30 AM,2130,78.31,34.59,10,429.5,8.13,16.00,,0,16000,96.40852974,,678,1849,110.94,667,667,119.07,75,8.13,81,RO
25.04.2017 10:35 AM,2135,68.39,30.54,10,430,8.04,16.00,,0,16000,96.41255605,,727,1847,110.82,718,718,118.86,75,8.04,88,RO
25.04.2017 11:25 AM,2135,98.94,30.57,15,430,11.62,16.00,,0,16000,96.41255605,,696,1781,106.86,688,688,118.48,75,11.62,87,RO
25.04.2017 11:35 AM,2145,64.1,30.54,15,431.5,7.53,16.00,,0,16000,96.42458101,,745,1852,111.12,742,742,118.65,75,7.53,84,RO
25.04.2017 11:45 AM,2155,79.63,37.34,12,433,7.65,16.00,,0,16000,96.43652561,,790,1865,111.9,782,782,119.55,75,7.65,79,RO
25.04.2017 11:55 AM,2165,69.89,32.66,13,434.5,7.68,16.00,,0,16000,96.44839068,,845,1858,111.48,839,839,119.16,75,7.68,82,RO
25.04.2017 12:00 PM,2170,67.2,30,16,435,8.04,16.50,,0,16500,96.34551495,570,436,1854,111.24,373,373,119.28,75,8.04,82,RO
25.04.2017 12:05 PM,2170,68.67,30.5,8,435,8.08,16.50,,0,16500,96.34551495,,483,1851,111.06,475,475,119.14,75,8.08,83,RO
25.04.2017 12:15 PM,2180,79.69,35.54,10,436.5,8.05,16.50,,0,16500,96.35761589,,550,1858,111.48,540,540,119.53,75,8.05,82,RO
25.04.2017 12:25 PM,2190,66.57,30.31,10,438,7.88,16.50,,0,16500,96.36963696,,605,1863,111.78,602,602,119.66,75,7.88,88,RO
25.04.2017 12:35 PM,2200,66.54,30.59,11,439.5,7.81,16.50,,0,16500,96.38157895,,673,1861,111.66,671,671,119.47,75,7.81,81,RO
25.04.2017 12:40 PM,2210,67.54,30.96,10,440,7.83,16.50,,0,16500,96.38554217,,697,1858,111.48,646,646,119.31,75,7.83,88,RO
25.04.2017 02:45 PM,2210,0,,,440,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,84,RO
25.04.2017 02:55 PM,2220,,,,441.5,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
25.04.2017 03:05 PM,2230,,,,443,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
25.04.2017 03:15 PM,2240,,,,444.5,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
25.04.2017 03:20 PM,2245,,,,445,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
26.04.2017 12:40 PM,2245,,,,445,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
,2255,,,,441.5,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
,2265,,,,448,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
,2275,,,,449.5,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
,2280,,,,450,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
,,,,,450,0.00,0.00,,0,,100,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,0,,#DIV/0!,,,,0,,0,0.00,75,0.00,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
,,,,,,,,,,,,,,,,,,,,,,RO
