Date & Time,Time,Permeate properties,,,,,Total Rej,Backwash water,Backwash (5 Nos),Reject water,,Reject water,Reject from membarne,,Tank ,Feed to membrane,,,Feed Inlet to recycle tank,,RO/BW
,Min,Mass(g),Time(s),Cond(ppm),Total Flow (L),Flow rate (LPH),lit, TDS (ppm),Volume (ml),Volume (ml),Recovery,TDS (ppm/ppt),TDS(ppm),Flow rate (LPH),TDS (ppm),TDS (ppm),Flow (LPH),Pressure (psig),Flow (LPH),TDS (ppm),Operation
27.04.2017 12:10 PM,5910,129,35.5,22,1393,13.04,162.25,,161200,1050,89.56759363,,284,35,218,218,48.04,75,13.04,59,RO
27.04.2017 12:20 PM,5920,129,35.6,22,1395,13.01,162.25,,161200,1050,89.58099213,,298,35,229,229,48.01,75,13.01,59,RO
27.04.2017 02:20 PM,5920,134,35.41,26,1395,13.58,162.85,124,161800,1050,89.54649036,,261,35,172,172,48.58,75,13.58,60,RO
27.04.2017 02:30 PM,5930,132,35.4,24,1398,13.38,162.85,,161800,1050,89.56658231,,315,35,217,217,48.38,75,13.38,59,RO
27.04.2017 02:40 PM,5940,128,35.84,19,1400,12.82,162.85,,161800,1050,89.57993409,,389,35,340,340,47.82,75,12.82,58,RO
27.04.2017 03:00 PM,5940,137,35.44,31,1400,13.87,163.45,129,162400,1050,89.5455563,,286,35,170,170,48.87,75,13.87,61,RO
27.04.2017 03:10 PM,5950,135,35.38,21,1403,13.70,163.45,,162400,1050,89.56557822,,302,35,205,205,48.70,75,13.70,58,RO
27.04.2017 03:20 PM,5960,136,35.53,23,1405,13.74,163.45,,162400,1050,89.57888361,,337,35,230,230,48.74,75,13.74,58,RO
27.04.2017 04:00 PM,5960,131,35.43,24,1405,13.27,164.05,124,163000,1050,89.54462892,,301,35,170,170,48.27,75,13.27,60,RO
27.04.2017 04:10 PM,5970,132,35.71,22,1408,13.27,164.05,,163000,1050,89.56458128,,311,35,229,229,48.27,75,13.27,61,RO
27.04.2017 04:20 PM,5980,132,35.87,23,1410,13.21,164.05,,163000,1050,89.5778406,,338,35,250,250,48.21,75,13.21,61,RO
28.04.2017 09:10 AM,5980,126,35.41,37,1410,12.77,164.65,126,163600,1050,89.54370813,,209,35,155,155,47.77,75,12.77,59,RO
28.04.2017 09:20 AM,5990,125,35.41,24,1413,12.67,164.65,,163600,1050,89.56359142,,240,35,193,193,47.67,75,12.67,57,RO
28.04.2017 09:30 AM,6000,124,35.5,26,1415,12.54,164.65,,163600,1050,89.57680499,,284,35,218,218,47.54,75,12.54,57,RO
28.04.2017 09:40 AM,6000,125,35.41,27,1415,12.67,165.25,136,164200,1050,89.54279386,,219,35,160,160,47.67,75,12.67,57,RO
28.04.2017 09:50 AM,6010,125,35.47,20,1418,12.65,165.25,,164200,1050,89.56260856,,243,35,195,195,47.65,75,12.65,57,RO
28.04.2017 10:00 AM,6020,126,35.37,22,1420,12.79,165.25,,164200,1050,89.57577669,,287,35,220,220,47.79,75,12.79,56,RO
28.04.2017 10:45 AM,6020,125,35.72,27,1420,12.56,165.85,126,164800,1050,89.54188605,,235,35,160,160,47.56,75,12.56,56,RO
28.04.2017 10:55 AM,6030,124,35.5,22,1423,12.54,165.85,,164800,1050,89.56163263,,239,35,187,187,47.54,75,12.54,56,RO
28.04.2017 11:05 AM,6040,124,35.41,22,1425,12.57,165.85,,164800,1050,89.57475563,,273,35,226,226,47.57,75,12.57,56,RO
28.04.2017 11:20 AM,6040,126,35.69,32,1425,12.67,166.45,113,165400,1050,89.54098464,,216,35,175,175,47.67,75,12.67,57,RO
28.04.2017 11:30 AM,6050,125,35.56,24,1428,12.62,166.45,,165400,1050,89.56066355,,263,35,219,219,47.62,75,12.62,56,RO
28.04.2017 11:40 AM,6060,153,43.75,25,1430,12.55,166.45,,165400,1050,89.57374174,,287,35,240,240,47.55,75,12.55,56,RO
28.04.2017 12:00 PM,6060,126,35.4,26,1430,12.78,167.05,149,166000,1050,89.54008954,,218,35,180,180,47.78,75,12.78,56,RO
28.04.2017 12:10 PM,6070,125,35.5,25,1433,12.64,167.05,,166000,1050,89.55970126,,260,35,220,220,47.64,75,12.64,56,RO
28.04.2017 12:20 PM,6080,125,35.47,25,1435,12.65,167.05,,166000,1050,89.57273493,,289,35,243,243,47.65,75,12.65,56,RO
28.04.2017 02:35 PM,6080,125,35.47,33,1435,12.65,167.65,130,166600,1050,89.5392007,,167,35,137,137,47.65,75,12.65,59,RO
28.04.2017 02:45 PM,6090,132,37.34,21,1438,12.69,167.65,,166600,1050,89.55874568,,218,35,174,174,47.69,75,12.69,56,RO
28.04.2017 02:55 PM,6100,155,43.37,24,1440,12.83,167.65,,166600,1050,89.57173514,,264,35,208,208,47.83,75,12.83,54,RO
28.04.2017 03:15 PM,6100,125,35.5,25,1440,12.64,168.25,129,167200,1050,89.53831805,,210,35,156,156,47.64,75,12.64,55,RO
28.04.2017 03:25 PM,6110,125,35.47,22,1443,12.65,168.25,,167200,1050,89.55779674,,239,35,190,190,47.65,75,12.65,54,RO
28.04.2017 03:35 PM,6120,124,35.5,24,1445,12.54,168.25,,167200,1050,89.57074229,,280,35,217,217,47.54,75,12.54,54,RO
28.04.2017 03:50 PM,6120,134,38.5,27,1445,12.49,168.85,125,167800,1050,89.53744152,,254,35,185,185,47.49,75,12.49,56,RO
28.04.2017 04:00 PM,6130,124,35.47,22,1448,12.55,168.85,,167800,1050,89.55685438,,284,35,214,214,47.55,75,12.55,55,RO
28.04.2017 04:10 PM,6140,131,37.38,25,1450,12.58,168.85,,167800,1050,89.56975631,,314,35,238,238,47.58,75,12.58,56,RO
,6140,,,,1450,0.00,169.45,125,168400,1050,89.53657106,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
,,,,,,0.00,0.00,,,,#DIV/0!,,,,,,0.00,75,0.00,,RO
