Date & Time,Time,Permeate properties,,,,,Total Rej,Backwash water,Backwash (5 Nos),Reject water,,Reject water,Reject from membarne,,Tank ,Feed to membrane,,,Feed Inlet to recycle tank,,RO/BW
,Min,Mass(g),Time(s),Cond(ppm),Total Flow (L),Flow rate (LPH),lit, TDS (ppm),Volume (ml),Volume (ml),Recovery,TDS (ppm/ppt),TDS(ppm),Flow rate (LPH),TDS (ppm),TDS (ppm),Flow (LPH),Pressure (psig),Flow (LPH),TDS (ppm),Operation
21.02.2017 03:00 PM,0,164,40.47,32,0,14.54,0.00,,0,0,,,578,30,384,384,44.54,75,14.54,90,RO
21.02.2017 03:10 PM,10,148,40.41,29,3,13.15,0.00,,0,0,100,,600,30,488,488,43.15,75,13.15,87,RO
21.02.2017 03:20 PM,20,138,40.44,27,5,12.25,0.00,,0,0,100,,584,30,564,564,42.25,75,12.25,87,RO
21.02.2017 03:34 PM,20,148,40.34,24,5,13.17,0.50,417,500,0,90.90909091,,668,30,466,466,43.17,75,13.17,87,RO
21.02.2017 03:44 PM,30,179,50.31,22,8,12.77,0.50,,500,0,94.11764706,,718,30,632,632,42.77,75,12.77,85,RO
21.02.2017 03:54 PM,40,155,44.37,25,10,12.54,0.50,,500,0,95.23809524,,782,30,678,678,42.54,75,12.54,85,RO
21.02.2017 04:28 PM,40,203,50.4,28,10,14.46,1.00,413,1000,0,90.90909091,,699,25,462,462,39.46,75,14.46,95,RO
21.02.2017 04:38 PM,50,159,45.63,26,13,12.51,1.00,,1000,0,92.85714286,,734,25,562,562,37.51,75,12.51,90,RO
21.02.2017 04:48 PM,60,152,45.47,23,15,12.00,1.00,,1000,0,93.75,,852,25,662,662,37.00,75,12.00,87,RO
21.02.2017 05:03 PM,60,163,45.44,26,15,12.87,1.50,441,1500,0,90.90909091,,733,25,615,615,37.87,75,12.87,88,RO
21.02.2017 05:13 PM,70,152,45.43,22,17,12.01,1.50,,1500,0,91.89189189,,852,25,647,647,37.01,75,12.01,86,RO
21.02.2017 05:23 PM,80,133,40.43,25,19,11.81,1.50,,1500,0,92.68292683,,940,25,728,728,36.81,75,11.81,86,RO
21.02.2017 05:28 PM,85,130,40.18,26,20,11.61,1.50,,1500,0,93.02325581,,975,25,767,767,36.61,75,11.61,87,RO
22.02.2017 09:55 AM,85,132,40.59,60,20,11.67,2.00,472,2000,0,90.90909091,,901,25,615,615,36.67,75,11.67,90,RO
22.02.2017 10:05 AM,95,128,40.44,25,22,11.36,2.00,,2000,0,91.66666667,,920,25,649,649,36.36,75,11.36,87,RO
22.02.2017 10:15 AM,105,126,40.97,23,24,11.04,2.00,,2000,0,92.30769231,,1010,25,747,747,36.04,75,11.04,86,RO
22.02.2017 10:20 AM,115,140,45.35,22,25,11.08,2.00,,2000,0,92.59259259,,1020,25,753,753,36.08,75,11.08,86,RO
22.02.2017 10:32 AM,115,154,45.37,37,25,12.18,2.50,547,2500,0,90.90909091,,925,25,685,685,37.18,75,12.18,88,RO
22.02.2017 10:42 AM,125,151,45.75,27,27,11.85,2.50,,2500,0,91.52542373,,966,25,700,700,36.85,75,11.85,87,RO
22.02.2017 10:52 AM,135,147,45.68,26,29,11.55,2.50,,2500,0,92.06349206,,985,25,758,758,36.55,75,11.55,87,RO
22.02.2017 10:57 AM,140,151,45.53,26,30,11.90,2.50,,2500,0,92.30769231,,1010,25,821,821,36.90,75,11.90,85,RO
22.02.2017 11:10 AM,140,180,45.4,25,30,14.23,3.55,338,3000,550,89.41877794,0.95 ppt,630,30,465,465,44.23,75,14.23,85,RO
22.02.2017 11:20 AM,150,169,45.5,22,33,13.33,3.55,,3000,550,90.2872777,,663,30,493,493,43.33,75,13.33,85,RO
22.02.2017 11:30 AM,160,162,45.38,20,35,12.81,3.55,,3000,550,90.79118029,,736,30,579,579,42.81,75,12.81,86,RO
22.02.2017 11:43 AM,160,158,40.5,30,35,14.00,4.05,335,3500,550,89.62868118,,735,30,574,574,44.00,75,14.00,86,RO
22.02.2017 11:53 AM,170,145,40.59,28,37,12.82,4.05,,3500,550,90.13398295,,772,30,637,637,42.82,75,12.82,85,RO
22.02.2017 12:03 PM,180,137,40.5,26,39,12.14,4.05,,3500,550,90.59233449,,835,30,708,708,42.14,75,12.14,85,RO
22.02.2017 12:08 PM,185,140,40.57,25,40,12.39,4.05,,3500,550,90.80590238,,869,30,743,743,42.39,75,12.39,85,RO
22.02.2017 02:16 PM,185,176,45.41,77,40,13.91,4.55,437,4000,550,89.78675645,,890,25,600,600,38.91,75,13.91,89,RO
22.02.2017 02:26 PM,195,137,40.34,20,42,12.19,4.55,,4000,550,90.22556391,,903,25,625,625,37.19,75,12.19,86,RO
22.02.2017 02:36 PM,205,135,40.38,22,44,12.00,4.55,,4000,550,90.62821833,,975,25,690,690,37.00,75,12.00,87,RO
22.02.2017 02:41 PM,210,134,40.47,23,45,11.88,4.55,,4000,550,90.81735621,,982,25,734,734,36.88,75,11.88,87,RO
22.02.2017 02:55 PM,210,155,45.6,35,45,12.20,5.15,417,4600,550,89.73080758,,953,25,670,670,37.20,75,12.20,88,RO
22.02.2017 03:05 PM,220,139,40.43,31,47,12.34,5.15,,4600,550,90.12464046,,968,25,680,680,37.34,75,12.34,87,RO
22.02.2017 03:15 PM,230,137,40.72,32,49,12.08,5.15,,4600,550,90.48938135,,991,25,737,737,37.08,75,12.08,86,RO
22.02.2017 03:25 PM,235,121,40.43,33,50,10.74,5.15,,4600,550,90.66183137,,1040,25,794,794,35.74,75,10.74,86,RO
22.02.2017 03:40 PM,235,150,40.5,30,50,13.29,6.05,467,5000,1050,89.20606601,733 ppm,634,25,403,403,38.29,75,13.29,88,RO
22.02.2017 03:50 PM,245,182,50.31,26,52,12.98,6.05,,5000,1050,89.57795004,,741,25,466,466,37.98,75,12.98,86,RO
22.02.2017 04:00 PM,255,142,40.5,27,54,12.58,6.05,,5000,1050,89.92506245,,795,25,512,512,37.58,75,12.58,86,RO
22.02.2017 04:05 PM,260,139,40.41,29,55,12.35,6.05,,5000,1050,90.09009009,,854,25,573,573,37.35,75,12.35,86,RO
22.02.2017 04:29 PM,260,191,50.47,45,55,13.58,6.45,356,5400,1050,89.50366151,,852,25,639,639,38.58,75,13.58,90,RO
22.02.2017 04:39 PM,270,150,40.57,31,57,13.27,6.45,,5400,1050,89.83451537,,874,25,666,666,38.27,75,13.27,88,RO
22.02.2017 04:49 PM,280,150,42.32,31,59,12.72,6.45,,5400,1050,90.14514897,,906,25,695,695,37.72,75,12.72,88,RO
22.02.2017 04:54 PM,285,149,40.29,32,60,13.27,6.45,,5400,1050,90.29345372,,963,25,733,733,38.27,75,13.27,86,RO
22.02.2017 05:10 PM,285,153,43.6,40,60,12.60,6.95,405,5900,1050,89.61911875,,969,25,673,673,37.60,75,12.60,86,RO
22.02.2017 05:20 PM,295,135,40.43,30,62,11.98,6.95,,5900,1050,89.92023205,,988,25,680,680,36.98,75,11.98,86,RO
22.02.2017 05:30 PM,305,133,40.72,26,64,11.72,6.95,,5900,1050,90.20436927,,994,25,737,737,36.72,75,11.72,85,RO
22.02.2017 05:40 PM,310,130,40.43,24,65,11.54,6.95,,5900,1050,90.34051425,,1010,25,794,794,36.54,75,11.54,85,RO
23.02.2017 09:40 AM,310,137,40.56,61,65,12.12,7.35,413,6300,1050,89.84105045,,950,25,537,537,37.12,75,12.12,95,RO
23.02.2017 09:50 AM,320,136,40.41,45,67,12.08,7.35,,6300,1050,90.11432414,,950,25,555,555,37.08,75,12.08,94,RO
23.02.2017 10:00 AM,330,154,45.35,36,69,12.19,7.35,,6300,1050,90.37328094,,950,25,589,589,37.19,75,12.19,94,RO
23.02.2017 10:10 AM,335,134,40.4,30,70,11.90,7.35,,6300,1050,90.49773756,,940,25,620,620,36.90,75,11.90,94,RO
23.02.2017 10:31 AM,335,138,40.35,43,70,12.28,7.85,408,6800,1050,89.9165061,,850,25,490,490,37.28,75,12.28,90,RO
23.02.2017 10:41 AM,345,137,40.91,32,72,12.02,7.85,,6800,1050,90.169067,,850,25,521,521,37.02,75,12.02,88,RO
23.02.2017 10:51 AM,355,136,40.35,27,74,12.10,7.85,,6800,1050,90.40928528,,870,25,551,551,37.10,75,12.10,87,RO
23.02.2017 10:56 AM,360,139,40.34,23,75,12.37,7.85,,6800,1050,90.52504526,,880,25,560,560,37.37,75,12.37,87,RO
23.02.2017 11:12 AM,360,140,35.38,31,75,14.20,8.35,257,7300,1050,89.9820036,,618,25,331,331,39.20,75,14.20,88,RO
23.02.2017 11:22 AM,370,135,37.32,23,77,12.98,8.35,,7300,1050,90.21675454,,694,25,429,429,37.98,75,12.98,86,RO
23.02.2017 11:32 AM,380,116,30.46,18,79,13.67,8.35,,7300,1050,90.44075558,,715,25,442,442,38.67,75,13.67,85,RO
23.02.2017 11:37 AM,385,115,30.4,16,80,13.58,8.35,,7300,1050,90.54895303,,735,25,450,450,38.58,75,13.58,85,RO
23.02.2017 11:48 AM,385,150,36.44,27,80,14.77,8.85,241,7800,1050,90.03939223,,553,30,370,370,44.77,75,14.77,87,RO
23.02.2017 11:58 AM,395,155,39.75,23,82,14.00,8.85,,7800,1050,90.25866813,,613,30,433,433,44.00,75,14.00,85,RO
23.02.2017 12:08 PM,405,117,30.72,21,84,13.67,8.85,,7800,1050,90.46849758,,630,30,460,460,43.67,75,13.67,84,RO
23.02.2017 12:13 PM,410,115,30.55,19,85,13.51,8.85,,7800,1050,90.5700586,,665,30,469,469,43.51,75,13.51,86,RO
23.02.2017 12:24 PM,410,127,30.31,30,85,15.04,9.35,231,8300,1050,90.09009009,,581,30,336,336,45.04,75,15.04,86,RO
23.02.2017 12:34 PM,420,118,30.28,25,87,13.99,9.35,,8300,1050,90.29579657,,596,30,460,460,43.99,75,13.99,84,RO
23.02.2017 12:44 PM,430,117,30.2,25,89,13.91,9.35,,8300,1050,90.49313676,,647,30,473,473,43.91,75,13.91,84,RO
23.02.2017 12:49 PM,435,119,30.63,24,90,13.94,9.35,,8300,1050,90.58882738,,673,30,485,485,43.94,75,13.94,83,RO
23.02.2017 04:01 PM,435,141,35.53,40,90,14.24,9.85,270,8800,1050,90.1352028,,592,30,406,406,44.24,75,14.24,87,RO
23.02.2017 04:11 PM,445,119,30.44,28,92,14.03,9.85,,8800,1050,90.32891507,,636,30,452,452,44.03,75,14.03,85,RO
23.02.2017 04:21 PM,455,118,30.66,29,94,13.81,9.85,,8800,1050,90.5151661,,707,30,500,500,43.81,75,13.81,84,RO
23.02.2017 04:26 PM,460,117,30.45,30,95,13.79,9.85,,8800,1050,90.60562709,,745,30,551,551,43.79,75,13.79,84,RO
23.02.2017 04:39 PM,460,122,30.56,36,95,14.33,10.35,255,9300,1050,90.17560513,,579,35,408,408,49.33,75,14.33,86,RO
23.02.2017 04:49 PM,470,123,30.76,30,97,14.35,10.35,,9300,1050,90.35863996,,610,35,429,429,49.35,75,14.35,85,RO
23.02.2017 04:59 PM,480,137,35.35,28,99,13.91,10.35,,9300,1050,90.53497942,,622,35,448,448,48.91,75,13.91,85,RO
23.02.2017 05:04 PM,485,123,32.35,23,100,13.65,10.35,,9300,1050,90.62075215,,666,35,483,483,48.65,75,13.65,84,RO
24.02.2017 09:50 AM,485,127,33.47,31,100,13.62,10.85,180,9800,1050,90.2119982,,498,20,301,301,33.62,75,13.62,96,RO
24.02.2017 10:00 AM,495,131,34.63,20,102,13.58,10.85,,9800,1050,90.38546743,,639,20,334,334,33.58,75,13.58,95,RO
24.02.2017 10:10 AM,505,114,30.5,21,104,13.42,10.85,,9800,1050,90.55289508,,673,20,350,350,33.42,75,13.42,95,RO
24.02.2017 10:15 AM,510,118,30.72,17,105,13.79,10.85,,9800,1050,90.63444109,,700,20,375,375,33.79,75,13.79,96,RO
24.02.2017 10:41 AM,510,120,30.34,29,105,14.20,11.45,204,10400,1050,90.16745384,,425,20,205,205,34.20,75,14.20,96,RO
24.02.2017 10:51 AM,520,120,30.28,27,107,14.22,11.45,,10400,1050,90.33347404,,576,20,301,301,34.22,75,14.22,96,RO
24.02.2017 11:01 AM,530,133,35.68,24,109,13.38,11.45,,10400,1050,90.4939809,,683,20,397,397,33.38,75,13.38,97,RO
24.02.2017 11:06 AM,535,130,35.5,22,110,13.14,11.45,,10400,1050,90.57225196,,701,20,466,466,33.14,75,13.14,97,RO
24.02.2017 11:26 AM,535,122,32.5,38,110,13.47,11.95,238,10900,1050,90.20090201,,642,20,306,306,33.47,75,13.47,98,RO
24.02.2017 11:36 AM,545,117,31.38,25,112,13.38,11.95,,10900,1050,90.35901573,,715,20,380,380,33.38,75,13.38,97,RO
24.02.2017 11:46 AM,555,112,30.69,26,114,13.10,11.95,,10900,1050,90.51210798,,800,20,444,444,33.10,75,13.10,97,RO
24.02.2017 11:51 AM,560,111,30.5,24,115,13.06,11.95,,10900,1050,90.58684521,,830,20,465,465,33.06,75,13.06,97,RO
24.02.2017 12:05 PM,560,122,30.28,34,115,14.46,12.45,227,11400,1050,90.23146332,,671,20,328,328,34.46,75,14.46,97,RO
24.02.2017 12:15 PM,570,137,34.85,28,117,14.11,12.45,,11400,1050,90.38238702,,668,20,381,381,34.11,75,14.11,96,RO
24.02.2017 12:25 PM,580,145,37.44,29,119,13.90,12.45,,11400,1050,90.52871814,,714,20,414,414,33.90,75,13.90,96,RO
24.02.2017 12:30 PM,585,133,32.96,29,120,14.48,12.45,,11400,1050,90.6002265,,749,20,377,377,34.48,75,14.48,96,RO
24.02.2017 01:43 PM,585,126,30.34,32,120,14.91,13.05,189,12000,1050,90.19165727,,528,25,355,355,39.91,75,14.91,95,RO
24.02.2017 01:53 PM,595,132,31.03,27,122,15.27,13.05,,12000,1050,90.33691225,,601,25,390,390,40.27,75,15.27,94,RO
24.02.2017 02:03 PM,605,130,30.4,25,124,15.35,13.05,,12000,1050,90.47792776,,636,25,435,435,40.35,75,15.35,92,RO
24.02.2017 02:13 PM,610,134,32.5,24,125,14.80,13.05,,12000,1050,90.5469033,,660,25,479,479,39.80,75,14.80,92,RO
24.02.2017 02:32 PM,610,117,30.32,46,125,13.85,13.65,225,12600,1050,90.15506671,,605,30,429,429,43.85,75,13.85,94,RO
24.02.2017 02:42 PM,620,109,31.07,31,127,12.59,13.65,,12600,1050,90.29505866,,630,30,483,483,42.59,75,12.59,93,RO
24.02.2017 02:52 PM,630,121,33.96,29,129,12.79,13.65,,12600,1050,90.43112513,,654,30,502,502,42.79,75,12.79,93,RO
24.02.2017 02:57 PM,635,107,30.32,28,130,12.67,13.65,,12600,1050,90.49773756,,651,30,525,525,42.67,75,12.67,93,RO
24.02.2017 03:19 PM,635,120,32.5,50,130,13.25,14.25,197,13200,1050,90.12131716,,610,30,431,431,43.25,75,13.25,94,RO
24.02.2017 03:29 PM,645,118,31.38,32,132,13.50,14.25,,13200,1050,90.25641026,,636,30,483,483,43.50,75,13.50,93,RO
24.02.2017 03:39 PM,655,113,30.69,28,134,13.22,14.25,,13200,1050,90.38785835,,662,30,506,506,43.22,75,13.22,93,RO
24.02.2017 03:49 PM,660,112,30.5,26,135,13.18,14.25,,13200,1050,90.45226131,,673,30,532,532,43.18,75,13.18,92,RO
01.03.2017 09:56 AM,660,119,30.34,64,135,14.08,14.85,195,13800,1050,90.09009009,,544,20,277,277,34.08,75,14.08,85,RO
01.03.2017 10:06 AM,670,118,30.37,27,137,13.95,14.85,,13800,1050,90.22061245,,644,20,291,291,33.95,75,13.95,85,RO
01.03.2017 10:16 AM,680,113,30.25,17,139,13.41,14.85,,13800,1050,90.34774131,,669,20,326,326,33.41,75,13.41,85,RO
01.03.2017 10:21 AM,685,117,30.5,18,140,13.77,14.85,,13800,1050,90.41007427,,672,20,330,330,33.77,75,13.77,85,RO
01.03.2017 10:32 AM,685,114,30.37,21,140,13.47,15.45,221,14400,1050,90.0611129,,445,20,207,207,33.47,75,13.47,84,RO
01.03.2017 10:42 AM,695,108,30.44,20,142,12.73,15.45,,14400,1050,90.18736107,,571,20,296,296,32.73,75,12.73,84,RO
01.03.2017 10:52 AM,705,107,30.41,21,144,12.63,15.45,,14400,1050,90.31044214,,683,20,347,347,32.63,75,12.63,84,RO
01.03.2017 11:02 AM,710,107,30.35,22,145,12.65,15.45,,14400,1050,90.37083203,,720,20,375,375,32.65,75,12.65,84,RO
01.03.2017 02:08 PM,710,134,33.16,34,145,14.50,16.05,179,15000,1050,90.03415088,,570,20,236,236,34.50,75,14.50,88,RO
01.03.2017 02:18 PM,720,130,34.94,26,147,13.35,16.05,,15000,1050,90.15639374,,631,20,335,335,33.35,75,13.35,86,RO
01.03.2017 02:28 PM,730,112,30.31,25,149,13.26,16.05,,15000,1050,90.27567404,,695,20,388,388,33.26,75,13.26,85,RO
01.03.2017 02:33 PM,735,113,30.66,25,150,13.23,16.05,,15000,1050,90.33423668,,708,20,407,407,33.23,75,13.23,85,RO
02.03.2017 10:00 AM,735,132,31.4,40,150,15.09,16.65,237,15600,1050,90.0090009,,707,20,326,326,35.09,75,15.09,86,RO
02.03.2017 10:10 AM,745,117,30.31,24,152,13.85,16.65,,15600,1050,90.12748295,,667,20,345,345,33.85,75,13.85,86,RO
02.03.2017 10:20 AM,755,119,30.38,24,154,14.06,16.65,,15600,1050,90.24318781,,702,20,383,383,34.06,75,14.06,86,RO
02.03.2017 10:25 AM,760,118,30.31,27,155,13.97,16.65,,15600,1050,90.30002913,,681,20,400,400,33.97,75,13.97,86,RO
02.03.2017 11:40 AM,760,123,30.28,44,155,14.58,17.25,192,16200,1050,89.98548621,,540,20,240,240,34.58,75,14.58,86,RO
02.03.2017 11:50 AM,770,119,30.41,25,157,14.05,17.25,,16200,1050,90.10043042,,603,20,351,351,34.05,75,14.05,84,RO
02.03.2017 12:00 PM,780,122,31.53,26,159,13.89,17.25,,16200,1050,90.21276596,,687,20,365,365,33.89,75,13.89,84,RO
02.03.2017 12:05 PM,785,120,30.4,26,160,14.17,17.25,,16200,1050,90.26798307,,700,20,380,380,34.17,75,14.17,84,RO
02.03.2017 12:25 PM,785,122,31.63,34,160,13.84,17.85,189,16800,1050,89.96345235,,508,20,271,271,33.84,75,13.84,85,RO
02.03.2017 12:35 PM,795,119,30.32,31,162,14.09,17.85,,16800,1050,90.07506255,,601,20,352,352,34.09,75,14.09,83,RO
02.03.2017 12:45 PM,805,110,30.29,31,164,13.03,17.85,,16800,1050,90.18421776,,633,20,385,385,33.03,75,13.03,83,RO
02.03.2017 12:50 PM,810,115,30.53,30,165,13.52,17.85,,16800,1050,90.23789992,,674,20,397,397,33.52,75,13.52,83,RO
03.03.2017 10:24 AM,810,110,30.43,44,165,12.97,18.45,183,17400,1050,89.9427637,,528,20,215,215,32.97,75,12.97,86,RO
03.03.2017 10:34 AM,820,115,30.53,18,167,13.52,18.45,,17400,1050,90.05122675,,567,20,251,251,33.52,75,13.52,85,RO
03.03.2017 10:44 AM,830,115,30.4,17,169,13.58,18.45,,17400,1050,90.1573753,,679,20,333,333,33.58,75,13.58,83,RO
03.03.2017 10:49 AM,835,119,30.65,19,170,13.94,18.45,,17400,1050,90.20960467,,692,20,350,350,33.94,75,13.94,83,RO
03.03.2017 11:19 AM,835,122,30.31,24,170,14.45,19.05,218,18000,1050,89.92330071,,520,20,218,218,34.45,75,14.45,84,RO
03.03.2017 11:29 AM,845,125,30.35,23,172,14.78,19.05,,18000,1050,90.02878828,,598,20,295,295,34.78,75,14.78,82,RO
03.03.2017 11:39 AM,855,126,33.81,25,174,13.38,19.05,,18000,1050,90.13209013,,678,20,347,347,33.38,75,13.38,82,RO
03.03.2017 11:44 AM,860,125,32.32,25,175,13.88,19.05,,18000,1050,90.18294254,,698,20,351,351,33.88,75,13.88,82,RO
03.03.2017 11:59 AM,855,123,30.34,40,175,14.55,19.65,229,18600,1050,89.90495762,,562,20,241,241,34.55,75,14.55,82,RO
03.03.2017 12:09 PM,865,121,30.31,24,177,14.33,19.65,,18600,1050,90.00762777,,582,20,275,275,34.33,75,14.33,82,RO
03.03.2017 12:19 PM,875,127,31.37,23,179,14.53,19.65,,18600,1050,90.10823056,,600,20,307,307,34.53,75,14.53,81,RO
03.03.2017 12:24 PM,880,122,30.37,25,180,14.42,19.65,,18600,1050,90.15777611,,614,20,315,315,34.42,75,14.42,81,RO
03.03.2017 12:36 PM,880,134,32.29,32,180,14.89,20.25,189,19200,1050,89.88764045,,458,20,230,230,34.89,75,14.89,82,RO
03.03.2017 12:46 PM,890,130,31.84,28,182,14.65,20.25,,19200,1050,89.98763906,,593,20,294,294,34.65,75,14.65,82,RO
03.03.2017 12:56 PM,900,139,34.78,31,184,14.34,20.25,,19200,1050,90.08567931,,670,20,346,346,34.34,75,14.34,81,RO
03.03.2017 01:01 PM,905,130,33,30,185,14.14,20.25,,19200,1050,90.13398295,,701,20,362,362,34.14,75,14.14,81,RO
08.03.2017 02:08 PM,905,149,35.43,16,185,15.09,20.85,202,19800,1050,89.87126548,,361,20,137,137,35.09,75,15.09,87,RO
08.03.2017 02:18 PM,915,182,45.57,14,187,14.33,20.85,,19800,1050,89.96872745,,457,20,242,242,34.33,75,14.33,85,RO
08.03.2017 02:28 PM,925,139,35.34,18,189,14.12,20.85,,19800,1050,90.06433167,,600,20,318,318,34.12,75,14.12,86,RO
08.03.2017 02:33 PM,930,124,35.34,16,190,12.59,20.85,,19800,1050,90.11145364,,643,20,375,375,32.59,75,12.59,86,RO
08.03.2017 02:48 PM,930,157,41.03,38,190,13.73,21.45,228,20400,1050,89.85575786,,664,25,244,244,38.73,75,13.73,87,RO
08.03.2017 02:58 PM,940,135,35.38,22,192,13.70,21.45,,20400,1050,89.95080815,,671,25,397,397,38.70,75,13.70,86,RO
08.03.2017 03:08 PM,950,135,35.34,24,194,13.71,21.45,,20400,1050,90.04409376,,769,25,448,448,38.71,75,13.71,85,RO
08.03.2017 03:13 PM,955,118,31.38,24,195,13.50,21.45,,20400,1050,90.09009009,,831,25,481,481,38.50,75,13.50,85,RO
08.03.2017 04:28 PM,955,119,30.28,43,195,14.11,22.05,277,21000,1050,89.84105045,,635,25,462,462,39.11,75,14.11,87,RO
08.03.2017 04:38 PM,965,117,30.47,25,197,13.78,22.05,,21000,1050,89.93380507,,801,25,447,447,38.78,75,13.78,85,RO
08.03.2017 04:48 PM,975,118,30.89,24,199,13.71,22.05,,21000,1050,90.02488125,,878,25,489,489,38.71,75,13.71,85,RO
08.03.2017 04:53 PM,980,142,37.19,22,200,13.70,22.05,,21000,1050,90.0698041,,934,25,536,536,38.70,75,13.70,85,RO
08.03.2017 05:05 PM,980,120,32.59,51,200,13.22,22.65,294,21600,1050,89.82708287,,695,25,384,384,38.22,75,13.22,86,RO
08.03.2017 05:15 PM,990,134,36.69,34,202,13.11,22.65,,21600,1050,89.91764968,,832,25,504,504,38.11,75,13.11,85,RO
08.03.2017 05:25 PM,1000,134,36.03,34,204,13.35,22.65,,21600,1050,90.00661813,,877,25,524,524,38.35,75,13.35,85,RO
08.03.2017 05:30 PM,1005,135,37,39,205,13.10,22.65,,21600,1050,90.05051614,,911,25,564,564,38.10,75,13.10,84,RO
14.03.2017 11:20 AM,1005,122,34.53,28,205,12.68,23.25,329,22200,1050,89.81380066,,351,30,264,264,42.68,75,12.68,76,RO
14.03.2017 11:30 AM,1015,117,30.63,19,207,13.71,23.25,,22200,1050,89.90228013,,386,30,275,275,43.71,75,13.71,73,RO
14.03.2017 11:40 AM,1025,120,32.94,16,209,13.08,23.25,,22200,1050,89.98923574,,440,30,344,344,43.08,75,13.08,71,RO
14.03.2017 11:45 AM,1030,114,30.38,15,210,13.47,23.25,,22200,1050,90.03215434,,447,30,358,358,43.47,75,13.47,71,RO
14.03.2017 11:57 AM,1030,120,30.66,25,210,14.05,23.85,170,22800,1050,89.80115459,,374,30,259,259,44.05,75,14.05,69,RO
14.03.2017 12:07 PM,1040,118,30.38,19,212,13.94,23.85,,22800,1050,89.88764045,,397,30,314,314,43.94,75,13.94,69,RO
14.03.2017 12:17 PM,1050,116,30.75,21,214,13.54,23.85,,22800,1050,89.97267185,,465,30,360,360,43.54,75,13.54,68,RO
14.03.2017 12:22 PM,1055,113,30.5,22,215,13.30,23.85,,22800,1050,90.01465355,,461,30,368,368,43.30,75,13.30,67,RO
14.03.2017 02:33 PM,1055,125,30.47,24,215,14.72,24.45,199,23400,1050,89.78910002,,162,30,111,111,44.72,75,14.72,70,RO
14.03.2017 02:43 PM,1065,122,30.32,11,217,14.44,24.45,,23400,1050,89.87367985,,303,30,212,212,44.44,75,14.44,69,RO
14.03.2017 02:53 PM,1075,117,30.5,16,219,13.77,24.45,,23400,1050,89.95686999,,373,30,293,293,43.77,75,13.77,69,RO
14.03.2017 02:58 PM,1080,119,30.41,17,220,14.05,24.45,,23400,1050,89.99795459,,386,30,310,310,44.05,75,14.05,68,RO
14.03.2017 03:15 PM,1080,122,30.38,23,220,14.41,25.05,157,24000,1050,89.77759641,,349,30,260,260,44.41,75,14.41,68,RO
14.03.2017 03:25 PM,1090,123,31.13,24,222,14.18,25.05,,24000,1050,89.86035216,,376,30,296,296,44.18,75,14.18,68,RO
14.03.2017 03:35 PM,1100,119,30.35,22,224,14.07,25.05,,24000,1050,89.94177876,,383,30,337,337,44.07,75,14.07,68,RO
14.03.2017 03:40 PM,1105,121,30.56,20,225,14.21,25.05,,24000,1050,89.9820036,,397,30,345,345,44.21,75,14.21,69,RO
14.03.2017 04:56 PM,1105,130,32.25,37,225,14.47,25.65,167,24600,1050,89.76660682,,328,30,253,253,44.47,75,14.47,66,RO
14.03.2017 05:06 PM,1115,111,30.34,17,227,13.13,25.65,,24600,1050,89.84761528,,408,30,316,316,43.13,75,13.13,67,RO
14.03.2017 05:16 PM,1125,119,30.38,19,229,14.06,25.65,,24600,1050,89.92735127,,459,30,361,361,44.06,75,14.06,67,RO
14.03.2017 05:21 PM,1130,120,30.34,20,230,14.20,25.65,,24600,1050,89.96675142,,489,30,390,390,44.20,75,14.20,67,RO
15.03.2017 09:30 AM,1130,114,30.38,21,230,13.47,26.25,190,25200,1050,89.75609756,,417,30,288,288,43.47,75,13.47,69,RO
15.03.2017 09:40 AM,1140,116,30.9,24,232,13.47,26.25,,25200,1050,89.83543078,,437,30,310,310,43.47,75,13.47,68,RO
15.03.2017 09:50 AM,1150,115,30.4,25,234,13.58,26.25,,25200,1050,89.91354467,,477,30,345,345,43.58,75,13.58,65,RO
15.03.2017 09:55 AM,1155,115,30.57,25,235,13.50,26.25,,25200,1050,89.95215311,,485,30,352,352,43.50,75,13.50,65,RO
15.03.2017 10:22 AM,1155,119,30.41,32,235,14.05,26.85,195,25800,1050,89.74603781,,380,30,200,200,44.05,75,14.05,66,RO
15.03.2017 10:32 AM,1165,116,30.47,27,237,13.66,26.85,,25800,1050,89.8237635,,423,30,300,300,43.66,75,13.66,64,RO
15.03.2017 10:42 AM,1175,115,30.4,28,239,13.58,26.85,,25800,1050,89.90031973,,443,30,320,320,43.58,75,13.58,64,RO
15.03.2017 10:47 AM,1180,118,30.87,29,240,13.72,26.85,,25800,1050,89.93816751,,453,30,335,335,43.72,75,13.72,64,RO
15.03.2017 10:57 AM,1180,117,30.38,34,240,13.82,27.45,163,26400,1050,89.73639933,,385,30,219,219,43.82,75,13.82,64,RO
15.03.2017 11:07 AM,1190,116,30.4,32,242,13.70,27.45,,26400,1050,89.81258118,,406,30,285,285,43.70,75,13.70,64,RO
15.03.2017 11:17 AM,1200,140,37.22,31,244,13.50,27.45,,26400,1050,89.88764045,,444,30,335,335,43.50,75,13.50,64,RO
15.03.2017 11:22 AM,1205,132,34.78,31,245,13.62,27.45,,26400,1050,89.92475684,,447,30,343,343,43.62,75,13.62,65,RO
15.03.2017 11:38 AM,1205,119,30.35,36,245,14.07,28.05,173,27000,1050,89.7271562,,361,30,174,174,44.07,75,14.07,66,RO
